itemId,name,imageUrl,price,quantity,preparationTimeInMinutes,available
S52AG6PJNA,Malai Kofta Combo,http://raghuveer.me/images/2035642.jpg,204,57,14,1
3HVVO4NB5S,Jumbo Chicken Wrap,http://raghuveer.me/images/2013190.jpg,341,54,182,1
2RGF03UAZ1,Jumbo Veg Wrap,http://raghuveer.me/images/2279333.jpg,367,64,66,1
09V3IZOHQT,Jumbo Falafel Salsa Wrap,http://raghuveer.me/images/1380765.jpg,564,15,247,1
BTOZUNKYIB,Chicken Overload Jumbo Wrap,http://raghuveer.me/images/1414809.jpg,670,67,60,1
8OUG3EF212,Veg Pizza Wrap,http://raghuveer.me/images/2039723.jpg,636,70,46,1
SM2QEKC06N,Chicken Pizza Wrap,http://raghuveer.me/images/1845871.jpg,456,118,81,1
YXO8NKYPS3,Mexican Potato Salsa Wrap,http://raghuveer.me/images/1377384.jpg,465,47,18,1
R4YAWAQ21U,American Smokey Sausage Wrap,http://raghuveer.me/images/1376031.jpg,428,77,159,1
ORNYO84ERQ,Makhani Falafel Wrap,http://raghuveer.me/images/1988927.jpg,249,25,129,1
U46N66BH50,Mutton Overload Wrap,http://raghuveer.me/images/2382379.jpg,445,20,43,1
EVE636A6YJ,Mac & Cheese Chicken Wrap,http://raghuveer.me/images/2471607.jpg,378,84,218,1
DDX0A0XSWY,Mac & Cheese Veg Wrap,http://raghuveer.me/images/1191665.jpg,252,99,145,1
WBO2YA8GZV,Barbeque Chicken Wrap,http://raghuveer.me/images/1319852.jpg,328,67,72,1
1XTF7V4J3X,Mutton Boti Wrap,http://raghuveer.me/images/171812.jpg,423,64,147,1
JY20HXTR23,Masala Paneer Tikka Wrap,http://raghuveer.me/images/1987407.jpg,237,101,120,1
17PEFYU6OI,Fiery Paneer Tikka Wrap,http://raghuveer.me/images/1413923.jpg,420,21,83,1
AMWSQ01ERE,Masala Chicken Tikka Wrap,http://raghuveer.me/images/2366508.jpg,542,39,168,1
27CSNA80A7,Cheesy Corn Salsa Wrap,http://raghuveer.me/images/152023.jpg,509,34,190,1
XWAWVXAIWN,Chicken Mayo Wrap,http://raghuveer.me/images/2346099.jpg,531,99,119,1
I546AXIMD0,Cheese Melt Chicken Wrap,http://raghuveer.me/images/1364819.jpg,677,26,191,1
3HL3RJ22JV,Cheese Melt Paneer Wrap,http://raghuveer.me/images/1092714.jpg,318,104,152,1
13DU93JEI9,Double Cheese Meatball Wrap,http://raghuveer.me/images/2602002.jpg,255,70,161,1
68JOSKTB8N,Reshmi Chicken Kebab Wrap,http://raghuveer.me/images/1199851.jpg,580,24,199,1
2DLEUEDKUE,Egg Cheese Sausage Wrap,http://raghuveer.me/images/2633796.jpg,494,91,232,1
MINKQ4EUOQ,Double Egg Chatpata Wrap,http://raghuveer.me/images/2361789.jpg,321,15,126,1
PTBAVTZ1MP,Cheesy Potato Wrap,http://raghuveer.me/images/1620147.jpg,206,55,192,1
IZFZ6CRIIT,Veg Falafel Wrap,http://raghuveer.me/images/152023.jpg,656,13,218,1
3M0JRQZOHB,Chicken Bhuna Wrap,http://raghuveer.me/images/2496103.jpg,593,71,90,1
S5CB2WUT8W,Chatpate Chole Wrap,http://raghuveer.me/images/1545206.jpg,349,97,133,1
FS8A057OLV,Fiery Paneer Wrap,http://raghuveer.me/images/1336018.jpg,301,67,147,1
8MV3RHF2PQ,Fiery Chicken Wrap,http://raghuveer.me/images/2118552.jpg,470,36,32,1
6N1UKZ25IF,Mac & Cheese Wrap,http://raghuveer.me/images/162214.jpg,408,24,145,1
L7WE45FU3X,Hare Tamatar & Sabudana Wada Royal Thali,http://raghuveer.me/images/1711002.jpg,652,56,48,1
O5GB3RTYBC,Singhada Aloo Paratha & Hare Tamatar Royal Satvik Meal,http://raghuveer.me/images/183313.jpg,252,89,148,1
2E5VUAO1ER,Smoked Butter Chicken With Omelette,http://raghuveer.me/images/2361393.jpg,587,62,173,1
WG67O1GL7T,Rajma Masala Royal Combo,http://raghuveer.me/images/1383082.jpg,221,27,122,1
ZD3WA23SJW,Paneer Methi Chaman Royal Combo,http://raghuveer.me/images/2346099.jpg,309,66,32,1
J856E009NF,Mutton Bhuna Royal Combo,http://raghuveer.me/images/1876990.jpg,393,34,31,1
LNYEQCYE8R,Smoked Butter Chicken Royal Combo,http://raghuveer.me/images/1682173.jpg,689,116,241,1
3V8EDW64VP,Malai Kofta Royal Combo,http://raghuveer.me/images/2624343.jpg,483,57,232,1
XS8AXL4PVV,Fusion Breakfast,http://raghuveer.me/images/1735192.jpg,631,90,202,1
ELHT4UOC9P,Aloo Paratha Combo,http://raghuveer.me/images/1916348.jpg,490,17,122,1
A38S9SC020,Chai for 4,http://raghuveer.me/images/1610272.jpg,592,69,183,1
FRMPNBOM6S,Cheesy Chicken Meatballs,http://raghuveer.me/images/1200079.jpg,276,30,30,1
13S51QOB51,Peach Tea (Serves 4),http://raghuveer.me/images/2368708.jpg,319,51,129,1
A6BD4165AR,Falafel Nuggets with Mayo Dip,http://raghuveer.me/images/2427823.jpg,271,64,238,1
5WVGK80Q0C,Potato Chilli Shots with Mayo Dip,http://raghuveer.me/images/13521.jpg,379,29,57,1
YAQ2RFJFMP,Kashmiri Kahwa (Serves 4),http://raghuveer.me/images/1717946.jpg,672,80,107,1
F47DXDOGJU,Masala Chai (Serves 4),http://raghuveer.me/images/2578661.jpg,500,79,73,1
TWLG8NUIMZ,Chai for 4 + Nature valley bar,http://raghuveer.me/images/1900727.jpg,646,51,140,1
8LZKEUJSKN,Kulcha,http://raghuveer.me/images/1515356.jpg,211,114,204,1
9OG3AIG3JF,Flavorful Rice Tub,http://raghuveer.me/images/1381542.jpg,649,98,26,1
T33MAAXIRS,Dal Makhani Bowl (Half KG),http://raghuveer.me/images/1635167.jpg,631,75,100,1
VGL01ZOI4B,Smoked Butter Chicken Bowl (Half KG),http://raghuveer.me/images/1655544.jpg,217,105,159,1
6LR7SW1QGS,Mutton Bhuna Bowl (Half KG),http://raghuveer.me/images/1354401.jpg,358,94,185,1
ZDXH857P3Q,Singhada Aloo Paratha Tub,http://raghuveer.me/images/2910047.jpg,242,22,122,1
22M28P6VQR,Curd Bowl (Half KG),http://raghuveer.me/images/1702256.jpg,323,81,83,1
U36MU8TTLG,Hare Tamatar Ki Subji (Half KG),http://raghuveer.me/images/1786525.jpg,211,100,39,1
D5W0M8SI1E,Rajma Masala Bowl (Half KG),http://raghuveer.me/images/2005548.jpg,453,68,231,1
QQK42596T1,Triangle Paratha Tub,http://raghuveer.me/images/1448304.jpg,642,43,230,1
I8M9OFMYD2,Malai Kofta Bowl (Half Kg),http://raghuveer.me/images/2522499.jpg,397,98,221,1
YFMXWW4981,SWIG Jeera Masala,http://raghuveer.me/images/2334929.jpg,239,83,137,1
ETKIO5RWFW,SWIG Green apple,http://raghuveer.me/images/1049170.jpg,417,54,51,1
YSQ7ARNGHZ,Kesar Muesli,http://raghuveer.me/images/1594555.jpg,410,75,188,1
7DIA9K2IQS,Gulab Jamun (Pack of 1),http://raghuveer.me/images/2754441.jpg,376,111,138,1
XSDJSDEAGH,Mint Chaas,http://raghuveer.me/images/1856252.jpg,325,105,13,1
K0GF30ZXHQ,Benne Dosa,http://raghuveer.me/images/2004541.jpg,220,45,84,1
6EC96P1QWZ,Benne Masala Dosa,http://raghuveer.me/images/2907834.jpg,596,26,110,1
LKUD8TNSPT,Benne Kali Dosa,http://raghuveer.me/images/2104569.jpg,441,18,178,1
I6FDNNAK4T,Open Dosa,http://raghuveer.me/images/180189.jpg,521,16,115,1
SW20UT2LVY,Benne Set Dosa,http://raghuveer.me/images/1718404.jpg,527,16,158,1
H3M8MGUN4Q,Set Dosa,http://raghuveer.me/images/1736510.jpg,245,48,108,1
AEGV4BTYQA,Khara Pongal,http://raghuveer.me/images/2606202.jpg,274,69,176,1
ZX28493EAX,3 Poori with Subji,http://raghuveer.me/images/1987739.jpg,276,69,37,1
J5P0UZM9N6,Chole Bhature [2 Pieces],http://raghuveer.me/images/2903294.jpg,473,58,28,1
TESKBVFZ2F,2 Plain Paratha with Subji,http://raghuveer.me/images/1991228.jpg,423,48,213,1
3NA70RLCBP,2 Aloo Paratha with Curd,http://raghuveer.me/images/1792554.jpg,334,101,178,1
F76HJCKD1S,2 Paneer Paratha with Curd,http://raghuveer.me/images/1627910.jpg,688,83,118,1
13PJMAOXKH,2 Onion Paratha with Curd,http://raghuveer.me/images/1380350.jpg,623,56,33,1
WW1HRKWYA5,2 Gobi Paratha with Curd,http://raghuveer.me/images/13521.jpg,606,113,81,1
IHXURDO8GK,2 Lachha Paratha with Curd,http://raghuveer.me/images/1142383.jpg,281,25,186,1
0RSDKC8472,4 Ghee Roti with Subji,http://raghuveer.me/images/1545206.jpg,215,52,237,1
TXWW7XIFRV,Paneer Roll,http://raghuveer.me/images/1710650.jpg,595,36,169,1
F8G9TVYTYT,Veg Roll,http://raghuveer.me/images/2819487.jpg,216,86,39,1
V2D8YEZ755,Aloo Roll,http://raghuveer.me/images/1994385.jpg,580,15,154,1
GOMG2JX0ZH,Paneer Aloo Roll,http://raghuveer.me/images/2835003.jpg,640,10,45,1
P7JLKDQIHR,Veg Paneer Roll,http://raghuveer.me/images/1348537.jpg,370,106,68,1
0PG6V8C61E,Mushroom Paneer Roll,http://raghuveer.me/images/2036111.jpg,494,10,77,1
9XSZP94GCD,Bread Omelette [4 Pieces],http://raghuveer.me/images/1035720.jpg,323,17,73,1
RALY3D2FUA,2 Egg Paratha with Curd,http://raghuveer.me/images/1920990.jpg,361,85,137,1
CM1K4FN7SQ,Boiled Egg,http://raghuveer.me/images/1839025.jpg,220,41,198,1
7WM87WQ45L,Masala Omelette,http://raghuveer.me/images/1916894.jpg,424,46,136,1
14Y68K0DDU,Egg Roll,http://raghuveer.me/images/189073.jpg,684,83,66,1
XO8OXJ1RLO,Double Egg Roll,http://raghuveer.me/images/106696.jpg,346,71,101,1
B8Q17A2W6B,Egg Aloo Roll,http://raghuveer.me/images/2897760.jpg,279,69,162,1
51J5TGT7IJ,Egg Paneer Roll,http://raghuveer.me/images/1711002.jpg,570,99,102,1
MM7AT288X1,Chicken Roll,http://raghuveer.me/images/2560451.jpg,321,96,187,1
X1C0S9JS1Q,Egg Chicken Roll,http://raghuveer.me/images/1103988.jpg,443,45,52,1
TH2317XWL2,Tawa Roti,http://raghuveer.me/images/1779377.jpg,595,67,85,1
WUGMKKSFLI,Ghee Roti,http://raghuveer.me/images/159698.jpg,605,32,96,1
394K99IG1R,Plain Paratha,http://raghuveer.me/images/1421372.jpg,415,11,219,1
X5LQ79ZX21,Laccha Paratha,http://raghuveer.me/images/2382104.jpg,564,85,38,1
WVK8X77HUK,Plain Rice,http://raghuveer.me/images/2487670.jpg,415,103,91,1
ML21F08XMV,Sweet Lassi,http://raghuveer.me/images/2426525.jpg,316,83,55,1
TCKIZBOOP5,Salt Lassi,http://raghuveer.me/images/1966066.jpg,231,101,11,1
3NHYTK6RBR,Veg Fried Rice,http://raghuveer.me/images/249430.jpg,552,119,157,1
B62AR7JIG1,Egg Fried Rice,http://raghuveer.me/images/1653893.jpg,685,49,161,1
90WHNMDHS8,Jeera Rice,http://raghuveer.me/images/1983589.jpg,538,100,53,1
W1MHRBBBTE,Paneer Butter Masala,http://raghuveer.me/images/1479615.jpg,438,67,32,1
IRGLA7P79V,Dal Tadaka,http://raghuveer.me/images/179451.jpg,447,18,16,1
POUGMTYLVO,Chicken Curry,http://raghuveer.me/images/1376031.jpg,650,23,46,1
LVXQR1O6DD,Butter Chicken,http://raghuveer.me/images/1994146.jpg,348,26,236,1
TH7KKLEFSB,Gobi Manchurian Dry,http://raghuveer.me/images/2366508.jpg,596,14,175,1
JMA4GBNRUQ,Aloo Jeera Dry,http://raghuveer.me/images/18015.jpg,215,10,13,1
PCQVIVXA7X,Aloo Gobi Dry,http://raghuveer.me/images/2619259.jpg,362,114,214,1
3N3WNEHCPB,Green Peas Fry,http://raghuveer.me/images/1653594.jpg,398,103,243,1
XOT6FX5FT6,Channa Fry,http://raghuveer.me/images/137352.jpg,472,70,197,1
2QMLAZOU3D,Bhindi Fry,http://raghuveer.me/images/2398162.jpg,442,33,31,1
OD1C4K4XOS,Mixed Veg Dry,http://raghuveer.me/images/2126352.jpg,670,88,12,1
U06VU8ZF8B,Paneer Bhurji,http://raghuveer.me/images/1315364.jpg,333,43,241,1
JB03YPHJLE,Paneer Chilli Dry,http://raghuveer.me/images/1719773.jpg,235,57,210,1
WFLVBX6LUP,Paneer Manchurian Dry,http://raghuveer.me/images/1774174.jpg,524,57,110,1
TWHXVVG2PT,Garlic Paneer Dry,http://raghuveer.me/images/2111972.jpg,547,34,147,1
LZ5IB6UV3Y,Ginger Paneer Dry,http://raghuveer.me/images/2078014.jpg,667,26,213,1
0EBL0P95XW,Dragon Paneer Dry,http://raghuveer.me/images/1460581.jpg,614,44,149,1
03S5VNRB3K,1 Boiled Egg,http://raghuveer.me/images/2351919.jpg,631,29,225,1
MKJRWK5W7W,Egg Bhurji,http://raghuveer.me/images/1654085.jpg,596,26,37,1
CLK374OPKD,Egg Chilli Dry,http://raghuveer.me/images/2628599.jpg,664,62,199,1
I3W9IST7NG,Egg Manchurian Dry,http://raghuveer.me/images/2350132.jpg,553,22,111,1
BGFUYQF0P7,Chicken Fry,http://raghuveer.me/images/2552060.jpg,398,102,10,1
K8YU51UNS5,Chicken Ghee Roast,http://raghuveer.me/images/2048787.jpg,506,51,125,1
4GK76AN94E,Gobi Chilli Dry,http://raghuveer.me/images/2107899.jpg,336,69,198,1
MAHXD56OEN,Aloo Chilli Dry,http://raghuveer.me/images/2531872.jpg,471,27,142,1
2SIC2T3ZJN,Aloo Manchurian Dry,http://raghuveer.me/images/2111972.jpg,426,70,22,1
OP6VR5D1DF,Baby Corn Manchurian Dry,http://raghuveer.me/images/1618389.jpg,213,108,66,1
F3Y4CBJ6FQ,Baby Corn Chilli Dry,http://raghuveer.me/images/1920990.jpg,239,35,143,1
RQKOMRDFEE,Veg Chilli Dry,http://raghuveer.me/images/2253624.jpg,247,14,49,1
KIPDDFZE9K,Veg Manchurian Dry,http://raghuveer.me/images/1117573.jpg,665,53,190,1
V6OFTFDTUU,Mushroom Chilli Dry,http://raghuveer.me/images/159698.jpg,616,110,125,1
DPIT0CKY57,Mushroom Manchurian Dry,http://raghuveer.me/images/2382379.jpg,234,117,204,1
V1V44U176V,Boneless Chicken Kabab [6 Pieces],http://raghuveer.me/images/2459099.jpg,646,87,77,1
EYIFB935VW,Boneless Lemon Chicken Dry,http://raghuveer.me/images/2228065.jpg,646,91,66,1
S0GVY5PIO8,Boneless Chicken 65 Dry,http://raghuveer.me/images/2548813.jpg,439,118,181,1
3P4EHKAO7E,Boneless Chicken Manchurian Dry,http://raghuveer.me/images/1856924.jpg,579,110,48,1
M5T6W5FKVT,Boneless Chilli Chicken Dry,http://raghuveer.me/images/2447583.jpg,652,96,40,1
2314VNE04Q,Boneless Pepper Chicken Dry,http://raghuveer.me/images/2449018.jpg,315,74,250,1
0QXUNRHZ5Z,Boneless Garlic Chicken Dry,http://raghuveer.me/images/2606416.jpg,612,24,178,1
LLBARNCVLM,Boneless Schezwan Chicken Dry,http://raghuveer.me/images/236924.jpg,369,71,64,1
MG750KCA3W,Boneless Hunan Chicken Dry,http://raghuveer.me/images/1655544.jpg,537,58,35,1
PYNBEBRDSQ,Boneless Dragon Chicken Dry,http://raghuveer.me/images/1993404.jpg,529,42,95,1
RXENYUA2K9,Matar Paneer,http://raghuveer.me/images/1600976.jpg,669,56,163,1
27T5CSQTAJ,Paneer Chilli Gravy,http://raghuveer.me/images/2352494.jpg,643,35,173,1
SCJ3FT4CYY,Paneer Manchurian Gravy,http://raghuveer.me/images/1502830.jpg,624,12,176,1
9CXAFCU1MI,Paneer Kofta,http://raghuveer.me/images/2123145.jpg,551,29,95,1
F7NKDE98MM,Paneer Kadai,http://raghuveer.me/images/2556467.jpg,461,53,244,1
JS6J1B11NU,Paneer Do Pyaza,http://raghuveer.me/images/1242250.jpg,584,112,90,1
20UAWAL3W3,Paneer Makhanwala,http://raghuveer.me/images/1149660.jpg,541,41,232,1
EZW3FKLU7N,Punjabi Paneer,http://raghuveer.me/images/247852.jpg,473,82,91,1
EJI6BG44YH,Paneer Tikka Gravy,http://raghuveer.me/images/1648010.jpg,678,52,188,1
20WOD2S95T,Handi Paneer,http://raghuveer.me/images/1265190.jpg,317,67,129,1
DANIX7GG1V,Kaju Paneer,http://raghuveer.me/images/1414175.jpg,269,33,75,1
6RUHUWFOQ8,Chana Curry,http://raghuveer.me/images/1774174.jpg,244,118,127,1
FYAHH7UC8K,Green Peas Masala,http://raghuveer.me/images/162599.jpg,522,70,71,1
A5937V0EOJ,Aloo Gobi Matar Curry,http://raghuveer.me/images/1282274.jpg,293,55,45,1
SPGMT3ECJQ,. Mixed Veg,http://raghuveer.me/images/1611335.jpg,344,57,13,1
53535RM84Z,Veg Kadai,http://raghuveer.me/images/129808.jpg,617,110,29,1
TN2WSUX7GK,Dum Aloo,http://raghuveer.me/images/2449136.jpg,359,23,124,1
2D69ZP44MF,Mushroom Masala,http://raghuveer.me/images/1906888.jpg,548,11,187,1
2ARAPIIT4J,Stuffed Capcicum,http://raghuveer.me/images/1471079.jpg,535,106,114,1
KBBQGQ9OZD,Veg Punjabi,http://raghuveer.me/images/2441453.jpg,282,84,90,1
FCLJ1C3Z1E,Veg Gulla,http://raghuveer.me/images/2081422.jpg,250,45,124,1
BI471HJ74T,Veg Handi,http://raghuveer.me/images/2428270.jpg,608,81,160,1
4O3W58ULJJ,Kaju Masala,http://raghuveer.me/images/139667.jpg,298,30,126,1
ACKQ9ZK1R7,Dal Fry,http://raghuveer.me/images/1413923.jpg,442,14,249,1
R91H16IXRJ,Dal Makhani,http://raghuveer.me/images/2594725.jpg,206,100,191,1
A9B8CA6LEZ,Boneless Chicken Curry,http://raghuveer.me/images/1722067.jpg,557,100,114,1
60U8TY17YU,Kadai Chicken,http://raghuveer.me/images/1903704.jpg,417,13,189,1
QEY37C0P0X,Boneless Kadai Chicken,http://raghuveer.me/images/274976.jpg,343,71,39,1
5D66ZOH74S,Boneless Butter Chicken,http://raghuveer.me/images/2521929.jpg,494,101,90,1
PWTFHOKZ84,Punjabi Chicken,http://raghuveer.me/images/1300596.jpg,299,114,226,1
HJE24D2XLA,Boneless Punjabi Chicken,http://raghuveer.me/images/2555529.jpg,541,35,188,1
N6DNRS5UXK,Chicken Latpat,http://raghuveer.me/images/1829187.jpg,528,19,172,1
2A17L19WZX,Boneless Chicken Latpat,http://raghuveer.me/images/2276434.jpg,278,10,232,1
E0CALX0Z8M,Handi Chicken,http://raghuveer.me/images/1328618.jpg,386,107,235,1
87URQFYUGC,Boneless Handi Chicken,http://raghuveer.me/images/25586.jpg,492,55,14,1
7FCA1V36YU,Egg Curry,http://raghuveer.me/images/104234.jpg,374,45,211,1
F07D1SKE6W,Egg Manchurian Gravy,http://raghuveer.me/images/2465455.jpg,547,117,140,1
R6RVP25DRB,Egg Chilli Gravy,http://raghuveer.me/images/198098.jpg,546,12,13,1
O3HLRT4BDM,Egg Butter Masala,http://raghuveer.me/images/254738.jpg,460,90,141,1
6FJGZ847F0,Gobi Manchurian Gravy,http://raghuveer.me/images/2450427.jpg,566,99,68,1
CJFZHA853P,Baby Corn Manchurian Gravy,http://raghuveer.me/images/1037439.jpg,259,120,109,1
RBR630K8S9,Veg Manchurian Gravy,http://raghuveer.me/images/1355032.jpg,321,78,34,1
H4J0NXXE0O,Mushroom Manchurian Gravy,http://raghuveer.me/images/2653282.jpg,589,80,81,1
69RQ0ZCMGB,Boneless Chiili Chicken Gravy,http://raghuveer.me/images/241669.jpg,504,88,135,1
Y9LVOT8KN4,Boneless Chicken Manchurian Gravy,http://raghuveer.me/images/2491347.jpg,512,23,11,1
YE4SQ2JFTV,Boneless Pepper Chicken Gravy,http://raghuveer.me/images/2124579.jpg,248,83,173,1
WLNQ5IXK14,Boneless Lemon Chicken Gravy,http://raghuveer.me/images/1717946.jpg,360,109,39,1
XQ3W96NE0I,Boneless Chicken 65 Gravy,http://raghuveer.me/images/1620299.jpg,566,49,197,1
8EIDS297B1,Boneless Garlic Chicken Gravy,http://raghuveer.me/images/2628599.jpg,359,110,145,1
CMQR16NVGX,Boneless Schezwan Chicken Gravy,http://raghuveer.me/images/1324237.jpg,630,79,180,1
7L6VPXGO55,Naan,http://raghuveer.me/images/2352494.jpg,312,37,64,1
ZM1MY23S41,Tandoori Butter Roti,http://raghuveer.me/images/1142383.jpg,655,42,246,1
K0M3NKQR42,Butter Kulcha,http://raghuveer.me/images/2019838.jpg,535,64,116,1
PH067AGPDL,Rumali Roti,http://raghuveer.me/images/1618389.jpg,263,79,123,1
OPZ93UQ0SH,Stuffed Kulcha,http://raghuveer.me/images/1235436.jpg,552,61,219,1
ER6D01VJUB,Lachha Paratha,http://raghuveer.me/images/2446459.jpg,557,50,101,1
TJE2DIEUDZ,Aloo Paratha,http://raghuveer.me/images/2173749.jpg,355,80,47,1
QGRA23GEMA,Gobi Paratha,http://raghuveer.me/images/2355288.jpg,402,11,165,1
ZAZZ8QHM14,Onion Paratha,http://raghuveer.me/images/2326679.jpg,332,93,54,1
G1TN8H0Y75,Paneer Paratha,http://raghuveer.me/images/1726059.jpg,403,13,95,1
MX494Y8Q34,Mixed Veg Paratha,http://raghuveer.me/images/2476235.jpg,234,112,235,1
V5EXI81USC,Curd Rice,http://raghuveer.me/images/2647385.jpg,438,57,39,1
WGAYM71K7I,Ghee Rice,http://raghuveer.me/images/2060571.jpg,626,71,30,1
ERC2YWYHZA,Tomato Rice,http://raghuveer.me/images/1520109.jpg,330,14,103,1
45JUZK0478,Lemon Rice,http://raghuveer.me/images/1786525.jpg,519,57,45,1
JNJWQ6P5D1,Mushroom Fried Rice,http://raghuveer.me/images/1835405.jpg,203,93,94,1
CSDSPZTOA8,Paneer Fried Rice,http://raghuveer.me/images/200025.jpg,506,57,196,1
F83E8R7FJU,Schezwan Veg Fried Rice,http://raghuveer.me/images/2439157.jpg,530,10,22,1
Y43HH4Q42T,Schezwan Egg Fried Rice,http://raghuveer.me/images/2011657.jpg,394,48,242,1
7DDHRFYK81,Schezwan Chicken Fried Rice,http://raghuveer.me/images/1079870.jpg,242,67,71,1
EI4X53MFCQ,Chicken Fried Rice,http://raghuveer.me/images/2361393.jpg,212,59,80,1
YHYT380VUC,Veg Noodles,http://raghuveer.me/images/1049170.jpg,347,87,54,1
CQTTR8DUEJ,Egg Noodles,http://raghuveer.me/images/2555529.jpg,215,63,25,1
V9PAHURPTC,Chicken Noodles,http://raghuveer.me/images/1618389.jpg,225,92,250,1
GZA20K88G6,Chola Bhatura,http://raghuveer.me/images/1714213.jpg,393,36,32,1
NCW4VWAYEP,Puri Sabji,http://raghuveer.me/images/2053719.jpg,643,110,159,1
3E1TS9K9WT,Green Salad,http://raghuveer.me/images/1406337.jpg,485,77,85,1
UAY3B88J1Y,Mixed Raita,http://raghuveer.me/images/1992434.jpg,285,36,41,1
N67OROLB6A,Cucumber Raita,http://raghuveer.me/images/1658623.jpg,234,96,161,1
QLV317LCC8,Roasted Papad,http://raghuveer.me/images/1902449.jpg,426,46,56,1
3CLVXQ4E3Y,Mineral Water [1 litre],http://raghuveer.me/images/1647552.jpg,582,15,159,1
L0HYDBSSH0,Mirinda [750 ml],http://raghuveer.me/images/2370233.jpg,500,104,235,1
FAY217CX7M,7UP [750 ml],http://raghuveer.me/images/1260996.jpg,622,54,97,1
0GWKAALEKS,Veg Dal Fry,http://raghuveer.me/images/2501370.jpg,229,94,229,1
