itemId,name,imageUrl,price
G17NAJYTLD,Chocolate Mud Cake (700 Gms),http://raghuveer.me/images/2088887.jpg,334
OVBJ8BWFYU,CheeseCake (Pack of 1),http://raghuveer.me/images/1717548.jpg,671
VMQ0GZHK83,Chocolate Decadence (Pack of 1),http://raghuveer.me/images/2101820.jpg,388
90LEL5PU7O,Chole Kulcha Meal,http://raghuveer.me/images/2518219.jpg,359
7FBI4BE39V,Upvas Aloo Paratha With Dahi,http://raghuveer.me/images/2282416.jpg,426
GCMC781TAW,Singhada Aloo Paratha with Hare Tamatar Ki Sabji,http://raghuveer.me/images/2441453.jpg,567
4QVPJEMALY,Smoked Butter Chicken Combo,http://raghuveer.me/images/2118552.jpg,515
AX5KOAWRDI,Paneer Methi Chaman Combo,http://raghuveer.me/images/2331438.jpg,587
5B12RW1NA0,Mutton Bhuna Combo,http://raghuveer.me/images/2049073.jpg,288
KJHQCAD13K,Rajma Masala Meal,http://raghuveer.me/images/1381321.jpg,319
5KDZ6CL80T,Dal Makhani Veg Starter Combo,http://raghuveer.me/images/2459324.jpg,480
U1EP8780XQ,Dal Makhani Non-Veg Starter Combo,http://raghuveer.me/images/1413064.jpg,513
S52AG6PJNA,Malai Kofta Combo,http://raghuveer.me/images/2035642.jpg,204
3HVVO4NB5S,Jumbo Chicken Wrap,http://raghuveer.me/images/2013190.jpg,341
2RGF03UAZ1,Jumbo Veg Wrap,http://raghuveer.me/images/2279333.jpg,367
09V3IZOHQT,Jumbo Falafel Salsa Wrap,http://raghuveer.me/images/1380765.jpg,564
BTOZUNKYIB,Chicken Overload Jumbo Wrap,http://raghuveer.me/images/1414809.jpg,670
8OUG3EF212,Veg Pizza Wrap,http://raghuveer.me/images/2039723.jpg,636
SM2QEKC06N,Chicken Pizza Wrap,http://raghuveer.me/images/1845871.jpg,456
YXO8NKYPS3,Mexican Potato Salsa Wrap,http://raghuveer.me/images/1377384.jpg,465
R4YAWAQ21U,American Smokey Sausage Wrap,http://raghuveer.me/images/1376031.jpg,428
ORNYO84ERQ,Makhani Falafel Wrap,http://raghuveer.me/images/1988927.jpg,249
U46N66BH50,Mutton Overload Wrap,http://raghuveer.me/images/2382379.jpg,445
EVE636A6YJ,Mac & Cheese Chicken Wrap,http://raghuveer.me/images/2471607.jpg,378
DDX0A0XSWY,Mac & Cheese Veg Wrap,http://raghuveer.me/images/1191665.jpg,252
WBO2YA8GZV,Barbeque Chicken Wrap,http://raghuveer.me/images/1319852.jpg,328
1XTF7V4J3X,Mutton Boti Wrap,http://raghuveer.me/images/171812.jpg,423
JY20HXTR23,Masala Paneer Tikka Wrap,http://raghuveer.me/images/1987407.jpg,237
17PEFYU6OI,Fiery Paneer Tikka Wrap,http://raghuveer.me/images/1413923.jpg,420
AMWSQ01ERE,Masala Chicken Tikka Wrap,http://raghuveer.me/images/2366508.jpg,542
27CSNA80A7,Cheesy Corn Salsa Wrap,http://raghuveer.me/images/152023.jpg,509
XWAWVXAIWN,Chicken Mayo Wrap,http://raghuveer.me/images/2346099.jpg,531
I546AXIMD0,Cheese Melt Chicken Wrap,http://raghuveer.me/images/1364819.jpg,677
3HL3RJ22JV,Cheese Melt Paneer Wrap,http://raghuveer.me/images/1092714.jpg,318
13DU93JEI9,Double Cheese Meatball Wrap,http://raghuveer.me/images/2602002.jpg,255
68JOSKTB8N,Reshmi Chicken Kebab Wrap,http://raghuveer.me/images/1199851.jpg,580
2DLEUEDKUE,Egg Cheese Sausage Wrap,http://raghuveer.me/images/2633796.jpg,494
MINKQ4EUOQ,Double Egg Chatpata Wrap,http://raghuveer.me/images/2361789.jpg,321
PTBAVTZ1MP,Cheesy Potato Wrap,http://raghuveer.me/images/1620147.jpg,206
IZFZ6CRIIT,Veg Falafel Wrap,http://raghuveer.me/images/152023.jpg,656
3M0JRQZOHB,Chicken Bhuna Wrap,http://raghuveer.me/images/2496103.jpg,593
S5CB2WUT8W,Chatpate Chole Wrap,http://raghuveer.me/images/1545206.jpg,349
FS8A057OLV,Fiery Paneer Wrap,http://raghuveer.me/images/1336018.jpg,301
8MV3RHF2PQ,Fiery Chicken Wrap,http://raghuveer.me/images/2118552.jpg,470
6N1UKZ25IF,Mac & Cheese Wrap,http://raghuveer.me/images/162214.jpg,408
L7WE45FU3X,Hare Tamatar & Sabudana Wada Royal Thali,http://raghuveer.me/images/1711002.jpg,652
O5GB3RTYBC,Singhada Aloo Paratha & Hare Tamatar Royal Satvik Meal,http://raghuveer.me/images/183313.jpg,252
2E5VUAO1ER,Smoked Butter Chicken With Omelette,http://raghuveer.me/images/2361393.jpg,587
WG67O1GL7T,Rajma Masala Royal Combo,http://raghuveer.me/images/1383082.jpg,221
ZD3WA23SJW,Paneer Methi Chaman Royal Combo,http://raghuveer.me/images/2346099.jpg,309
J856E009NF,Mutton Bhuna Royal Combo,http://raghuveer.me/images/1876990.jpg,393
LNYEQCYE8R,Smoked Butter Chicken Royal Combo,http://raghuveer.me/images/1682173.jpg,689
3V8EDW64VP,Malai Kofta Royal Combo,http://raghuveer.me/images/2624343.jpg,483
XS8AXL4PVV,Fusion Breakfast,http://raghuveer.me/images/1735192.jpg,631
ELHT4UOC9P,Aloo Paratha Combo,http://raghuveer.me/images/1916348.jpg,490
A38S9SC020,Chai for 4,http://raghuveer.me/images/1610272.jpg,592
FRMPNBOM6S,Cheesy Chicken Meatballs,http://raghuveer.me/images/1200079.jpg,276
13S51QOB51,Peach Tea (Serves 4),http://raghuveer.me/images/2368708.jpg,319
A6BD4165AR,Falafel Nuggets with Mayo Dip,http://raghuveer.me/images/2427823.jpg,271
5WVGK80Q0C,Potato Chilli Shots with Mayo Dip,http://raghuveer.me/images/13521.jpg,379
YAQ2RFJFMP,Kashmiri Kahwa (Serves 4),http://raghuveer.me/images/1717946.jpg,672
F47DXDOGJU,Masala Chai (Serves 4),http://raghuveer.me/images/2578661.jpg,500
TWLG8NUIMZ,Chai for 4 + Nature valley bar,http://raghuveer.me/images/1900727.jpg,646
8LZKEUJSKN,Kulcha,http://raghuveer.me/images/1515356.jpg,211
9OG3AIG3JF,Flavorful Rice Tub,http://raghuveer.me/images/1381542.jpg,649
T33MAAXIRS,Dal Makhani Bowl (Half KG),http://raghuveer.me/images/1635167.jpg,631
VGL01ZOI4B,Smoked Butter Chicken Bowl (Half KG),http://raghuveer.me/images/1655544.jpg,217
6LR7SW1QGS,Mutton Bhuna Bowl (Half KG),http://raghuveer.me/images/1354401.jpg,358
ZDXH857P3Q,Singhada Aloo Paratha Tub,http://raghuveer.me/images/2910047.jpg,242
22M28P6VQR,Curd Bowl (Half KG),http://raghuveer.me/images/1702256.jpg,323
U36MU8TTLG,Hare Tamatar Ki Subji (Half KG),http://raghuveer.me/images/1786525.jpg,211
D5W0M8SI1E,Rajma Masala Bowl (Half KG),http://raghuveer.me/images/2005548.jpg,453
QQK42596T1,Triangle Paratha Tub,http://raghuveer.me/images/1448304.jpg,642
I8M9OFMYD2,Malai Kofta Bowl (Half Kg),http://raghuveer.me/images/2522499.jpg,397
YFMXWW4981,SWIG Jeera Masala,http://raghuveer.me/images/2334929.jpg,239
ETKIO5RWFW,SWIG Green apple,http://raghuveer.me/images/1049170.jpg,417
YSQ7ARNGHZ,Kesar Muesli,http://raghuveer.me/images/1594555.jpg,410
7DIA9K2IQS,Gulab Jamun (Pack of 1),http://raghuveer.me/images/2754441.jpg,376
XSDJSDEAGH,Mint Chaas,http://raghuveer.me/images/1856252.jpg,325
K0GF30ZXHQ,Benne Dosa,http://raghuveer.me/images/2004541.jpg,220
6EC96P1QWZ,Benne Masala Dosa,http://raghuveer.me/images/2907834.jpg,596
LKUD8TNSPT,Benne Kali Dosa,http://raghuveer.me/images/2104569.jpg,441
I6FDNNAK4T,Open Dosa,http://raghuveer.me/images/180189.jpg,521
SW20UT2LVY,Benne Set Dosa,http://raghuveer.me/images/1718404.jpg,527
H3M8MGUN4Q,Set Dosa,http://raghuveer.me/images/1736510.jpg,245
AEGV4BTYQA,Khara Pongal,http://raghuveer.me/images/2606202.jpg,274
ZX28493EAX,3 Poori with Subji,http://raghuveer.me/images/1987739.jpg,276
J5P0UZM9N6,Chole Bhature [2 Pieces],http://raghuveer.me/images/2903294.jpg,473
TESKBVFZ2F,2 Plain Paratha with Subji,http://raghuveer.me/images/1991228.jpg,423
3NA70RLCBP,2 Aloo Paratha with Curd,http://raghuveer.me/images/1792554.jpg,334
F76HJCKD1S,2 Paneer Paratha with Curd,http://raghuveer.me/images/1627910.jpg,688
13PJMAOXKH,2 Onion Paratha with Curd,http://raghuveer.me/images/1380350.jpg,623
WW1HRKWYA5,2 Gobi Paratha with Curd,http://raghuveer.me/images/13521.jpg,606
IHXURDO8GK,2 Lachha Paratha with Curd,http://raghuveer.me/images/1142383.jpg,281
0RSDKC8472,4 Ghee Roti with Subji,http://raghuveer.me/images/1545206.jpg,215
TXWW7XIFRV,Paneer Roll,http://raghuveer.me/images/1710650.jpg,595
F8G9TVYTYT,Veg Roll,http://raghuveer.me/images/2819487.jpg,216
V2D8YEZ755,Aloo Roll,http://raghuveer.me/images/1994385.jpg,580
GOMG2JX0ZH,Paneer Aloo Roll,http://raghuveer.me/images/2835003.jpg,640
P7JLKDQIHR,Veg Paneer Roll,http://raghuveer.me/images/1348537.jpg,370
0PG6V8C61E,Mushroom Paneer Roll,http://raghuveer.me/images/2036111.jpg,494
9XSZP94GCD,Bread Omelette [4 Pieces],http://raghuveer.me/images/1035720.jpg,323
RALY3D2FUA,2 Egg Paratha with Curd,http://raghuveer.me/images/1920990.jpg,361
CM1K4FN7SQ,Boiled Egg,http://raghuveer.me/images/1839025.jpg,220
7WM87WQ45L,Masala Omelette,http://raghuveer.me/images/1916894.jpg,424
14Y68K0DDU,Egg Roll,http://raghuveer.me/images/189073.jpg,684
XO8OXJ1RLO,Double Egg Roll,http://raghuveer.me/images/106696.jpg,346
B8Q17A2W6B,Egg Aloo Roll,http://raghuveer.me/images/2897760.jpg,279
51J5TGT7IJ,Egg Paneer Roll,http://raghuveer.me/images/1711002.jpg,570
MM7AT288X1,Chicken Roll,http://raghuveer.me/images/2560451.jpg,321
X1C0S9JS1Q,Egg Chicken Roll,http://raghuveer.me/images/1103988.jpg,443
TH2317XWL2,Tawa Roti,http://raghuveer.me/images/1779377.jpg,595
WUGMKKSFLI,Ghee Roti,http://raghuveer.me/images/159698.jpg,605
394K99IG1R,Plain Paratha,http://raghuveer.me/images/1421372.jpg,415
X5LQ79ZX21,Laccha Paratha,http://raghuveer.me/images/2382104.jpg,564
WVK8X77HUK,Plain Rice,http://raghuveer.me/images/2487670.jpg,415
ML21F08XMV,Sweet Lassi,http://raghuveer.me/images/2426525.jpg,316
TCKIZBOOP5,Salt Lassi,http://raghuveer.me/images/1966066.jpg,231
3NHYTK6RBR,Veg Fried Rice,http://raghuveer.me/images/249430.jpg,552
B62AR7JIG1,Egg Fried Rice,http://raghuveer.me/images/1653893.jpg,685
90WHNMDHS8,Jeera Rice,http://raghuveer.me/images/1983589.jpg,538
W1MHRBBBTE,Paneer Butter Masala,http://raghuveer.me/images/1479615.jpg,438
IRGLA7P79V,Dal Tadaka,http://raghuveer.me/images/179451.jpg,447
POUGMTYLVO,Chicken Curry,http://raghuveer.me/images/1376031.jpg,650
LVXQR1O6DD,Butter Chicken,http://raghuveer.me/images/1994146.jpg,348
TH7KKLEFSB,Gobi Manchurian Dry,http://raghuveer.me/images/2366508.jpg,596
JMA4GBNRUQ,Aloo Jeera Dry,http://raghuveer.me/images/18015.jpg,215
PCQVIVXA7X,Aloo Gobi Dry,http://raghuveer.me/images/2619259.jpg,362
3N3WNEHCPB,Green Peas Fry,http://raghuveer.me/images/1653594.jpg,398
XOT6FX5FT6,Channa Fry,http://raghuveer.me/images/137352.jpg,472
2QMLAZOU3D,Bhindi Fry,http://raghuveer.me/images/2398162.jpg,442
OD1C4K4XOS,Mixed Veg Dry,http://raghuveer.me/images/2126352.jpg,670
U06VU8ZF8B,Paneer Bhurji,http://raghuveer.me/images/1315364.jpg,333
JB03YPHJLE,Paneer Chilli Dry,http://raghuveer.me/images/1719773.jpg,235
WFLVBX6LUP,Paneer Manchurian Dry,http://raghuveer.me/images/1774174.jpg,524
TWHXVVG2PT,Garlic Paneer Dry,http://raghuveer.me/images/2111972.jpg,547
LZ5IB6UV3Y,Ginger Paneer Dry,http://raghuveer.me/images/2078014.jpg,667
0EBL0P95XW,Dragon Paneer Dry,http://raghuveer.me/images/1460581.jpg,614
03S5VNRB3K,1 Boiled Egg,http://raghuveer.me/images/2351919.jpg,631
MKJRWK5W7W,Egg Bhurji,http://raghuveer.me/images/1654085.jpg,596
CLK374OPKD,Egg Chilli Dry,http://raghuveer.me/images/2628599.jpg,664
I3W9IST7NG,Egg Manchurian Dry,http://raghuveer.me/images/2350132.jpg,553
BGFUYQF0P7,Chicken Fry,http://raghuveer.me/images/2552060.jpg,398
K8YU51UNS5,Chicken Ghee Roast,http://raghuveer.me/images/2048787.jpg,506
4GK76AN94E,Gobi Chilli Dry,http://raghuveer.me/images/2107899.jpg,336
MAHXD56OEN,Aloo Chilli Dry,http://raghuveer.me/images/2531872.jpg,471
2SIC2T3ZJN,Aloo Manchurian Dry,http://raghuveer.me/images/2111972.jpg,426
OP6VR5D1DF,Baby Corn Manchurian Dry,http://raghuveer.me/images/1618389.jpg,213
F3Y4CBJ6FQ,Baby Corn Chilli Dry,http://raghuveer.me/images/1920990.jpg,239
RQKOMRDFEE,Veg Chilli Dry,http://raghuveer.me/images/2253624.jpg,247
KIPDDFZE9K,Veg Manchurian Dry,http://raghuveer.me/images/1117573.jpg,665
V6OFTFDTUU,Mushroom Chilli Dry,http://raghuveer.me/images/159698.jpg,616
DPIT0CKY57,Mushroom Manchurian Dry,http://raghuveer.me/images/2382379.jpg,234
V1V44U176V,Boneless Chicken Kabab [6 Pieces],http://raghuveer.me/images/2459099.jpg,646
EYIFB935VW,Boneless Lemon Chicken Dry,http://raghuveer.me/images/2228065.jpg,646
S0GVY5PIO8,Boneless Chicken 65 Dry,http://raghuveer.me/images/2548813.jpg,439
3P4EHKAO7E,Boneless Chicken Manchurian Dry,http://raghuveer.me/images/1856924.jpg,579
M5T6W5FKVT,Boneless Chilli Chicken Dry,http://raghuveer.me/images/2447583.jpg,652
2314VNE04Q,Boneless Pepper Chicken Dry,http://raghuveer.me/images/2449018.jpg,315
0QXUNRHZ5Z,Boneless Garlic Chicken Dry,http://raghuveer.me/images/2606416.jpg,612
LLBARNCVLM,Boneless Schezwan Chicken Dry,http://raghuveer.me/images/236924.jpg,369
MG750KCA3W,Boneless Hunan Chicken Dry,http://raghuveer.me/images/1655544.jpg,537
PYNBEBRDSQ,Boneless Dragon Chicken Dry,http://raghuveer.me/images/1993404.jpg,529
RXENYUA2K9,Matar Paneer,http://raghuveer.me/images/1600976.jpg,669
27T5CSQTAJ,Paneer Chilli Gravy,http://raghuveer.me/images/2352494.jpg,643
SCJ3FT4CYY,Paneer Manchurian Gravy,http://raghuveer.me/images/1502830.jpg,624
9CXAFCU1MI,Paneer Kofta,http://raghuveer.me/images/2123145.jpg,551
F7NKDE98MM,Paneer Kadai,http://raghuveer.me/images/2556467.jpg,461
JS6J1B11NU,Paneer Do Pyaza,http://raghuveer.me/images/1242250.jpg,584
20UAWAL3W3,Paneer Makhanwala,http://raghuveer.me/images/1149660.jpg,541
EZW3FKLU7N,Punjabi Paneer,http://raghuveer.me/images/247852.jpg,473
EJI6BG44YH,Paneer Tikka Gravy,http://raghuveer.me/images/1648010.jpg,678
20WOD2S95T,Handi Paneer,http://raghuveer.me/images/1265190.jpg,317
DANIX7GG1V,Kaju Paneer,http://raghuveer.me/images/1414175.jpg,269
6RUHUWFOQ8,Chana Curry,http://raghuveer.me/images/1774174.jpg,244
FYAHH7UC8K,Green Peas Masala,http://raghuveer.me/images/162599.jpg,522
A5937V0EOJ,Aloo Gobi Matar Curry,http://raghuveer.me/images/1282274.jpg,293
SPGMT3ECJQ,. Mixed Veg,http://raghuveer.me/images/1611335.jpg,344
53535RM84Z,Veg Kadai,http://raghuveer.me/images/129808.jpg,617
TN2WSUX7GK,Dum Aloo,http://raghuveer.me/images/2449136.jpg,359
2D69ZP44MF,Mushroom Masala,http://raghuveer.me/images/1906888.jpg,548
2ARAPIIT4J,Stuffed Capcicum,http://raghuveer.me/images/1471079.jpg,535
KBBQGQ9OZD,Veg Punjabi,http://raghuveer.me/images/2441453.jpg,282
FCLJ1C3Z1E,Veg Gulla,http://raghuveer.me/images/2081422.jpg,250
BI471HJ74T,Veg Handi,http://raghuveer.me/images/2428270.jpg,608
4O3W58ULJJ,Kaju Masala,http://raghuveer.me/images/139667.jpg,298
ACKQ9ZK1R7,Dal Fry,http://raghuveer.me/images/1413923.jpg,442
R91H16IXRJ,Dal Makhani,http://raghuveer.me/images/2594725.jpg,206
A9B8CA6LEZ,Boneless Chicken Curry,http://raghuveer.me/images/1722067.jpg,557
60U8TY17YU,Kadai Chicken,http://raghuveer.me/images/1903704.jpg,417
QEY37C0P0X,Boneless Kadai Chicken,http://raghuveer.me/images/274976.jpg,343
5D66ZOH74S,Boneless Butter Chicken,http://raghuveer.me/images/2521929.jpg,494
PWTFHOKZ84,Punjabi Chicken,http://raghuveer.me/images/1300596.jpg,299
HJE24D2XLA,Boneless Punjabi Chicken,http://raghuveer.me/images/2555529.jpg,541
N6DNRS5UXK,Chicken Latpat,http://raghuveer.me/images/1829187.jpg,528
2A17L19WZX,Boneless Chicken Latpat,http://raghuveer.me/images/2276434.jpg,278
E0CALX0Z8M,Handi Chicken,http://raghuveer.me/images/1328618.jpg,386
87URQFYUGC,Boneless Handi Chicken,http://raghuveer.me/images/25586.jpg,492
7FCA1V36YU,Egg Curry,http://raghuveer.me/images/104234.jpg,374
F07D1SKE6W,Egg Manchurian Gravy,http://raghuveer.me/images/2465455.jpg,547
R6RVP25DRB,Egg Chilli Gravy,http://raghuveer.me/images/198098.jpg,546
O3HLRT4BDM,Egg Butter Masala,http://raghuveer.me/images/254738.jpg,460
6FJGZ847F0,Gobi Manchurian Gravy,http://raghuveer.me/images/2450427.jpg,566
CJFZHA853P,Baby Corn Manchurian Gravy,http://raghuveer.me/images/1037439.jpg,259
RBR630K8S9,Veg Manchurian Gravy,http://raghuveer.me/images/1355032.jpg,321
H4J0NXXE0O,Mushroom Manchurian Gravy,http://raghuveer.me/images/2653282.jpg,589
69RQ0ZCMGB,Boneless Chiili Chicken Gravy,http://raghuveer.me/images/241669.jpg,504
Y9LVOT8KN4,Boneless Chicken Manchurian Gravy,http://raghuveer.me/images/2491347.jpg,512
YE4SQ2JFTV,Boneless Pepper Chicken Gravy,http://raghuveer.me/images/2124579.jpg,248
WLNQ5IXK14,Boneless Lemon Chicken Gravy,http://raghuveer.me/images/1717946.jpg,360
XQ3W96NE0I,Boneless Chicken 65 Gravy,http://raghuveer.me/images/1620299.jpg,566
8EIDS297B1,Boneless Garlic Chicken Gravy,http://raghuveer.me/images/2628599.jpg,359
CMQR16NVGX,Boneless Schezwan Chicken Gravy,http://raghuveer.me/images/1324237.jpg,630
7L6VPXGO55,Naan,http://raghuveer.me/images/2352494.jpg,312
ZM1MY23S41,Tandoori Butter Roti,http://raghuveer.me/images/1142383.jpg,655
K0M3NKQR42,Butter Kulcha,http://raghuveer.me/images/2019838.jpg,535
PH067AGPDL,Rumali Roti,http://raghuveer.me/images/1618389.jpg,263
OPZ93UQ0SH,Stuffed Kulcha,http://raghuveer.me/images/1235436.jpg,552
ER6D01VJUB,Lachha Paratha,http://raghuveer.me/images/2446459.jpg,557
TJE2DIEUDZ,Aloo Paratha,http://raghuveer.me/images/2173749.jpg,355
QGRA23GEMA,Gobi Paratha,http://raghuveer.me/images/2355288.jpg,402
ZAZZ8QHM14,Onion Paratha,http://raghuveer.me/images/2326679.jpg,332
G1TN8H0Y75,Paneer Paratha,http://raghuveer.me/images/1726059.jpg,403
MX494Y8Q34,Mixed Veg Paratha,http://raghuveer.me/images/2476235.jpg,234
V5EXI81USC,Curd Rice,http://raghuveer.me/images/2647385.jpg,438
WGAYM71K7I,Ghee Rice,http://raghuveer.me/images/2060571.jpg,626
ERC2YWYHZA,Tomato Rice,http://raghuveer.me/images/1520109.jpg,330
45JUZK0478,Lemon Rice,http://raghuveer.me/images/1786525.jpg,519
JNJWQ6P5D1,Mushroom Fried Rice,http://raghuveer.me/images/1835405.jpg,203
CSDSPZTOA8,Paneer Fried Rice,http://raghuveer.me/images/200025.jpg,506
F83E8R7FJU,Schezwan Veg Fried Rice,http://raghuveer.me/images/2439157.jpg,530
Y43HH4Q42T,Schezwan Egg Fried Rice,http://raghuveer.me/images/2011657.jpg,394
7DDHRFYK81,Schezwan Chicken Fried Rice,http://raghuveer.me/images/1079870.jpg,242
EI4X53MFCQ,Chicken Fried Rice,http://raghuveer.me/images/2361393.jpg,212
YHYT380VUC,Veg Noodles,http://raghuveer.me/images/1049170.jpg,347
CQTTR8DUEJ,Egg Noodles,http://raghuveer.me/images/2555529.jpg,215
V9PAHURPTC,Chicken Noodles,http://raghuveer.me/images/1618389.jpg,225
GZA20K88G6,Chola Bhatura,http://raghuveer.me/images/1714213.jpg,393
NCW4VWAYEP,Puri Sabji,http://raghuveer.me/images/2053719.jpg,643
3E1TS9K9WT,Green Salad,http://raghuveer.me/images/1406337.jpg,485
UAY3B88J1Y,Mixed Raita,http://raghuveer.me/images/1992434.jpg,285
N67OROLB6A,Cucumber Raita,http://raghuveer.me/images/1658623.jpg,234
QLV317LCC8,Roasted Papad,http://raghuveer.me/images/1902449.jpg,426
3CLVXQ4E3Y,Mineral Water [1 litre],http://raghuveer.me/images/1647552.jpg,582
L0HYDBSSH0,Mirinda [750 ml],http://raghuveer.me/images/2370233.jpg,500
FAY217CX7M,7UP [750 ml],http://raghuveer.me/images/1260996.jpg,622
0GWKAALEKS,Veg Dal Fry,http://raghuveer.me/images/2501370.jpg,229
APRSVVB5CS,Chicken Chaap,http://raghuveer.me/images/1348537.jpg,511
VI04J5OOLF,Dehati Chicken [16 Pieces],http://raghuveer.me/images/2075979.jpg,229
WNFUKSMUUE,Veg Meals,http://raghuveer.me/images/204493.jpg,592
6CSCKAGEL7,Chicken Meals,http://raghuveer.me/images/249430.jpg,582
LPXTQ7T3NA,Veg Hot and Sour Soup,http://raghuveer.me/images/1414588.jpg,386
34LKJZZN3L,Veg Manchow soup,http://raghuveer.me/images/152023.jpg,393
NF8LS9U6P6,Chicken Hot and Sour Soup,http://raghuveer.me/images/2248973.jpg,465
1R5X293YO5,Chicken Manchow Soup,http://raghuveer.me/images/2188694.jpg,660
UCHZ4XT8QE,Veg Manchurian,http://raghuveer.me/images/25605.jpg,356
YZIUMS4405,Gobi Manchurian,http://raghuveer.me/images/1125277.jpg,493
44JLBXDLML,Gobi Chilly,http://raghuveer.me/images/1318854.jpg,379
HPNCGBNU1M,Chicken Pakoda,http://raghuveer.me/images/2459822.jpg,641
S7DG39U0LL,Pepper Chicken,http://raghuveer.me/images/1726207.jpg,443
00J244TGT1,Lemon Chicken,http://raghuveer.me/images/2903294.jpg,331
55Y9OUTIUG,Garlic Chicken,http://raghuveer.me/images/2104569.jpg,443
41J9Q3AURH,Honey Chicken,http://raghuveer.me/images/1215650.jpg,449
C10U0ALPJ5,Chilly Chicken,http://raghuveer.me/images/2728934.jpg,454
VU57KM9AMB,Dragon Chicken,http://raghuveer.me/images/2447583.jpg,470
2L5DW4Y67U,Chicken Lolipop,http://raghuveer.me/images/1367474.jpg,348
WMTJTJ325D,Chicken Drumstick,http://raghuveer.me/images/2476235.jpg,225
BPJNQHKE23,Chicken Kabab,http://raghuveer.me/images/2316339.jpg,673
JJPAX54KBQ,Chicken Manchurian,http://raghuveer.me/images/1998382.jpg,466
L5354AW43B,Chicken 65,http://raghuveer.me/images/2729445.jpg,386
F1MEAZN743,Dal Tadka,http://raghuveer.me/images/11453.jpg,392
L7FLJ4S8EU,Spainach Fry Dal,http://raghuveer.me/images/2048835.jpg,231
YWI6VEVLD3,Bhindi Masala,http://raghuveer.me/images/1037439.jpg,298
NI9P9SAFOQ,Veg Kofta,http://raghuveer.me/images/1724171.jpg,606
ULR8RFI3UN,Mixed Veg,http://raghuveer.me/images/1986822.jpg,258
E5AMLA9GG8,Veg Kolhapuri,http://raghuveer.me/images/1915822.jpg,393
BCM94BG9SV,Chicken Butter Masala,http://raghuveer.me/images/1774174.jpg,571
X23HJNKRJ1,Chicken Sagwala,http://raghuveer.me/images/2126709.jpg,699
B9UFJ3023P,Chicken Patiyala,http://raghuveer.me/images/1149660.jpg,513
NP3YKH0HIB,Chicken Masala,http://raghuveer.me/images/1718404.jpg,436
E0T2HNSOE7,Chicken Kasa,http://raghuveer.me/images/139667.jpg,280
D0FOLYL3C1,Chicken Lababdar,http://raghuveer.me/images/2224497.jpg,214
5CEGFSMJXC,Chicken Lukhnow,http://raghuveer.me/images/132236.jpg,605
8XIK8S2P8N,Chicken Tikka Masala,http://raghuveer.me/images/1981040.jpg,541
B1SRRT9D8P,Chicken Curry Home Style,http://raghuveer.me/images/1608034.jpg,489
E3S3KPIB5V,Chicken Rogan,http://raghuveer.me/images/2438403.jpg,244
OL1N144WX0,Lachchha Paratha,http://raghuveer.me/images/2822696.jpg,367
